File,Signature,StartLine,EndLine,Suspiciousness
org.apache.commons.math.exception.MathIllegalStateException,"('getLocalizedMessage()',)",84,84,0.9784921095801633
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver,"('incrementEvaluationCount()',)",294,298,0.9784921095801633
org.apache.commons.math.analysis.solvers.RegulaFalsiSolver,"('RegulaFalsiSolver()',)",43,44,0.9214426752509268
org.apache.commons.math.util.Incrementor,"('incrementCount()',)",84,87,0.8964214570007952
org.apache.commons.math.exception.MaxCountExceededException,"('getMax()',)",62,62,0.8964214570007952
org.apache.commons.math.exception.TooManyEvaluationsException,"('TooManyEvaluationsException(java.lang.Number)',)",37,39,0.8964214570007952
org.apache.commons.math.analysis.solvers.BaseSecantSolver,"('solve(int,org.apache.commons.math.analysis.UnivariateRealFunction,double,double,double)',)",124,124,0.8885233166386385
org.apache.commons.math.exception.MaxCountExceededException,"('MaxCountExceededException(java.lang.Number)',)",42,43,0.8808303292720552
org.apache.commons.math.exception.MaxCountExceededException,"('MaxCountExceededException(org.apache.commons.math.exception.util.Localizable,java.lang.Number,java.lang.Object[])',)",53,56,0.8808303292720552
org.apache.commons.math.exception.MathIllegalStateException,"('getContext()',)",72,72,0.8257228238447705
org.apache.commons.math.analysis.solvers.BaseSecantSolver,"('doSolve()',)",130,246,0.8257228238447705
org.apache.commons.math.exception.MathIllegalStateException,"('MathIllegalStateException()',)",67,68,0.8195375470622295
org.apache.commons.math.analysis.solvers.BaseSecantSolver,"('BaseSecantSolver(double,org.apache.commons.math.analysis.solvers.BaseSecantSolver$Method)',)",68,71,0.8075728530872482
org.apache.commons.math.exception.MathIllegalStateException,"('MathIllegalStateException(org.apache.commons.math.exception.util.Localizable,java.lang.Object[])',)",36,47,0.8017837257372731
org.apache.commons.math.analysis.solvers.BaseSecantSolver,"('solve(int,org.apache.commons.math.analysis.UnivariateRealFunction,double,double,double,org.apache.commons.math.analysis.solvers.AllowedSolution)',)",116,117,0.7694837640638655
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver,"('verifyBracketing(double,double)',)",282,283,0.7595545253127499
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,"('verifyBracketing(org.apache.commons.math.analysis.UnivariateRealFunction,double,double)',)",371,380,0.7595545253127499
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,"('isBracketing(org.apache.commons.math.analysis.UnivariateRealFunction,double,double)',)",305,310,0.7319250547113999
org.apache.commons.math.analysis.solvers.AllowedSolution,"('AllowedSolution(java.lang.String,int)',)",41,41,0.6546536707079771
