File,Signature,StartLine,EndLine,Suspiciousness
org.apache.commons.math.util.ContinuedFraction,"('evaluate(double,double,int)',)",129,206,1.2650748481599816
org.apache.commons.math.distribution.NormalDistributionImpl,"('cumulativeProbability(double)',)",125,135,1.0747595264191645
org.apache.commons.math.distribution.NormalDistributionImpl,"('NormalDistributionImpl()',)",88,89,0.9428090415820635
org.apache.commons.math.special.Erf,"('erf(double)',)",51,55,0.8576610754059596
org.apache.commons.math.MathException,"('printStackTrace()',)",191,192,0.816496580927726
org.apache.commons.math.MathException,"('printStackTrace(java.io.PrintStream)',)",201,207,0.7071067811865476
org.apache.commons.math.distribution.NormalDistributionImpl,"('NormalDistributionImpl(double,double,double)',)",73,81,0.6945317662311279
org.apache.commons.math.MathException,"('getMessage(java.util.Locale)',)",168,171,0.6274089957630633
org.apache.commons.math.MathException,"('getLocalizedMessage()',)",183,183,0.6030226891555273
org.apache.commons.math.ConvergenceException,"('ConvergenceException(org.apache.commons.math.exception.util.Localizable,java.lang.Object[])',)",62,63,0.5962847939999439
org.apache.commons.math.special.Gamma,"('regularizedGammaP(double,double,double,int)',)",166,196,0.55606706498107
org.apache.commons.math.special.Gamma,"('regularizedGammaQ(double,double,double,int)',)",243,270,0.5294572065435175
org.apache.commons.math.distribution.NormalDistributionImpl,"('NormalDistributionImpl(double,double)',)",60,61,0.5144957554275266
org.apache.commons.math.distribution.NormalDistributionImpl,"('<clinit>()',)",45,45,0.5144957554275266
org.apache.commons.math.util.FastMath,"('exp(double,double,double[])',)",640,745,0.4789498465111526
org.apache.commons.math.MathException,"('MathException(org.apache.commons.math.exception.util.Localizable,java.lang.Object[])',)",84,87,0.32824397594488725
org.apache.commons.math.special.Gamma,"('logGamma(double)',)",98,114,0.30387774608925705
org.apache.commons.math.random.RandomDataImpl,"('RandomDataImpl()',)",111,120,0.292338434717926
org.apache.commons.math.util.FastMath,"('log(double,double[])',)",1165,1380,0.27422665357404025
org.apache.commons.math.special.Gamma,"('<clinit>()',)",42,62,0.25
org.apache.commons.math.util.ContinuedFraction,"('ContinuedFraction()',)",47,48,0.24975621642178508
org.apache.commons.math.distribution.AbstractContinuousDistribution,"('AbstractContinuousDistribution()',)",49,58,0.2211629342323457
org.apache.commons.math.distribution.AbstractDistribution,"('AbstractDistribution()',)",40,41,0.2041241452319315
org.apache.commons.math.util.FastMath,"('log(double)',)",1155,1155,0.18786728732554484
org.apache.commons.math.util.FastMath,"('exp(double)',)",621,621,0.16289259247507362
org.apache.commons.math.util.FastMath,"('max(double,double)',)",3491,3491,0.136617471887616
org.apache.commons.math.util.FastMath,"('split(double,double[])',)",945,954,0.11789064232566993
org.apache.commons.math.util.FastMath,"('sqrt(double)',)",219,219,0.11379648627163223
org.apache.commons.math.util.FastMath,"('splitReciprocal(double[],double[])',)",1019,1046,0.10735712203737528
org.apache.commons.math.util.FastMath,"('abs(double)',)",3265,3265,0.10093482188059529
org.apache.commons.math.util.FastMath,"('<clinit>()',)",35,206,0.08012116359564511
org.apache.commons.math.util.FastMath,"('quadMult(double[],double[],double[])',)",1054,1100,0.0801211635956451
org.apache.commons.math.util.FastMath,"('slowLog(double)',)",1627,1667,0.08012116359564508
org.apache.commons.math.util.FastMath,"('slowSin(double,double[])',)",1677,1709,0.08012116359564508
org.apache.commons.math.util.FastMath,"('slowCos(double,double[])',)",1720,1752,0.08012116359564508
org.apache.commons.math.util.FastMath,"('slowexp(double,double[])',)",911,936,0.08012116359564507
org.apache.commons.math.util.FastMath,"('expint(int,double[])',)",1109,1144,0.08012116359564507
org.apache.commons.math.util.FastMath,"('buildSinCosTables()',)",1758,1849,0.08012116359564504
org.apache.commons.math.util.FastMath,"('resplit(double[])',)",961,973,0.08012116359564503
org.apache.commons.math.util.FastMath,"('splitMult(double[],double[],double[])',)",981,986,0.08012116359564503
org.apache.commons.math.util.FastMath,"('splitAdd(double[],double[],double[])',)",994,998,0.08012116359564503
org.apache.commons.math.util.FastMath,"('FastMath()',)",211,212,0.0
org.apache.commons.math.util.FastMath,"('cosh(double)',)",227,273,0.0
org.apache.commons.math.util.FastMath,"('sinh(double)',)",281,383,0.0
org.apache.commons.math.util.FastMath,"('tanh(double)',)",391,501,0.0
org.apache.commons.math.util.FastMath,"('acosh(double)',)",509,509,0.0
org.apache.commons.math.util.FastMath,"('asinh(double)',)",518,540,0.0
org.apache.commons.math.util.FastMath,"('atanh(double)',)",550,572,0.0
org.apache.commons.math.util.FastMath,"('signum(double)',)",582,582,0.0
org.apache.commons.math.util.FastMath,"('nextUp(double)',)",590,590,0.0
org.apache.commons.math.util.FastMath,"('random()',)",597,597,0.0
org.apache.commons.math.util.FastMath,"('expm1(double)',)",753,753,0.0
org.apache.commons.math.util.FastMath,"('expm1(double,double[])',)",762,900,0.0
org.apache.commons.math.util.FastMath,"('log1p(double)',)",1388,1419,0.0
org.apache.commons.math.util.FastMath,"('log10(double)',)",1427,1438,0.0
org.apache.commons.math.util.FastMath,"('pow(double,double)',)",1449,1604,0.0
org.apache.commons.math.util.FastMath,"('polySine(double)',)",1859,1869,0.0
org.apache.commons.math.util.FastMath,"('polyCosine(double)',)",1879,1887,0.0
org.apache.commons.math.util.FastMath,"('sinQ(double,double)',)",1898,2011,0.0
